Reference Number,Included?,Authors,Article Title,Source Title,Publication Year,Volume,Page/Article Number,DOI
2143,N,"Ikehata, H; Takatsu, M; Saito, Y; Ono, T","Distribution of spontaneous CpG-associated G : C -> A : T mutations in the lacZ gene of Muta (TM) mice: Effects of CpG methylation, the sequence context of CpG sites, and severity of mutations on the activity of the lacZ gene product",ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,2000,36,301-311,10.1002/1098-2280(2000)36:4<301::AID-EM6>3.0.CO;2-R
2144,N,"Inagaki, Soichi; Kakutani, Tetsuji",Control of genic DNA methylation in Arabidopsis,JOURNAL OF PLANT RESEARCH,2010,123,299-302,10.1007/s10265-010-0338-1
2145,N,"Ishikawa, Masaki; Morishita, Mio; Higuchi, Yohei; Ichikawa, Shunsuke; Ishikawa, Takaaki; Nishiyama, Tomoaki; Kabeya, Yukiko; Hiwatashi, Yuji; Kurata, Tetsuya; Kubo, Minoru; Shigenobu, Shuji; Tamada, Yosuke; Sato, Yoshikatsu; Hasebe, Mitsuyasu",Physcomitrella STEMIN transcription factor induces stem cell formation with epigenetic reprogramming,NATURE PLANTS,2019,5,681-690,10.1038/s41477-019-0464-2
2146,N,"Jablonka, E; Lamb, MJ",The changing concept of epigenetics,FROM EPIGENESIS TO EPIGENETICS: THE GENOME IN CONTEXT,2002,981,82-96,10.1111/j.1749-6632.2002.tb04913.x
2147,N,"Jamil, Muhammad; Kountche, Boubacar A.; Haider, Imran; Wang, Jian You; Aldossary, Faisal; Zarban, Randa A.; Jia, Kun-Peng; Yonli, Djibril; Hameed, Umar F. Shahul; Takahashi, Ikuo; Ota, Tsuyoshi; Arold, Stefan T.; Asami, Tadao; Al-Babili, Salim",Methylation at the C-3 ' in D-Ring of Strigolactone Analogs Reduces Biological Activity in Root Parasitic Plants and Rice,FRONTIERS IN PLANT SCIENCE,2019,10,353,10.3389/fpls.2019.00353
2149,N,"Jia, Yongyi; Zheng, Jianbo; Chi, Meili; Liu, Shili; Jiang, Wenping; Cheng, Shun; Gu, Zhimi; Chen, Liqiao",Molecular identification of dmrt1 and its promoter CpG methylation in correlation with gene expression during gonad development in Culter alburnus,FISH PHYSIOLOGY AND BIOCHEMISTRY,2019,45,245-252,10.1007/s10695-018-0558-1
2150,N,"Jia, Yuebin; Tian, Huiyu; Li, Hongjiang; Yu, Qianqian; Wang, Lei; Friml, Jiri; Ding, Zhaojun",The Arabidopsis thaliana elongator complex subunit 2 epigenetically affects root development,JOURNAL OF EXPERIMENTAL BOTANY,2015,66,4631-4642,10.1093/jxb/erv230
2151,N,"Jiang, Danhua; Gu, Xiaofeng; He, Yuehui",Establishment of the Winter-Annual Growth Habit via FRIGIDA-Mediated Histone Methylation at FLOWERING LOCUS C in Arabidopsis,PLANT CELL,2009,21,1733-1746,10.1105/tpc.109.067967
2152,N,"Jiang, Jianjun; Liu, Jie; Sanders, Dean; Qian, Shuiming; Ren, Wendan; Song, Jikui; Liu, Fengquan; Zhong, Xuehua",UVR8 interacts with de novo DNA methyltransferase and suppresses DNA methylation in Arabidopsis,NATURE PLANTS,2021,7,184-197,10.1038/s41477-020-00843-4
2154,N,"Jiang, Qun; Li, Qi; Yu, Hong; Kong, Lingfeng",Inheritance and Variation of Genomic DNA Methylation in Diploid and Triploid Pacific Oyster (Crassostrea gigas),MARINE BIOTECHNOLOGY,2016,18,124-132,10.1007/s10126-015-9674-4
2155,N,"Jin, Huajun; Hu, Wei; Wei, Zhe; Wan, Linglin; Li, Gang; Tan, Guangxuan; Zhu, Lili; He, Guangcun",Alterations in cytosine methylation and species-specific transcription induced by interspecific hybridization between Oryza sativa and O-officinalis,THEORETICAL AND APPLIED GENETICS,2008,117,1271-1279,10.1007/s00122-008-0861-9
2156,Y,"Johnson, Kevin M.; Sirovy, K. A.; Casas, Sandra M.; La Peyre, Jerome F.; Kelly, Morgan W.",Characterizing the Epigenetic and Transcriptomic Responses to Perkinsus marinus Infection in the Eastern Oyster Crassostrea virginica,FRONTIERS IN MARINE SCIENCE,2020,7,598,10.3389/fmars.2020.00598
2157,N,"Johnston, Jason W.; Benson, Erica E.; Harding, Keith",Cryopreservation induces temporal DNA methylation epigenetic changes and differential transcriptional activity in Ribes germplasm,PLANT PHYSIOLOGY AND BIOCHEMISTRY,2009,47,123-131,10.1016/j.plaphy.2008.10.008
2158,N,"Jorgensen, Richard A.",Epigenetics: biology's quantum mechanics,FRONTIERS IN PLANT SCIENCE,2011,2,10,10.3389/fpls.2011.00010
2159,Y,"Jueterbock, Alexander; Bostrom, Christoffer; Coyer, James A.; Olsen, Jeanine L.; Kopp, Martina; Dhanasiri, Anusha K. S.; Smolina, Irina; Arnaud-Haond, Sophie; van de Peer, Yves; Hoarau, Galice",The Seagrass Methylome Is Associated With Variation in Photosynthetic Performance Among Clonal Shoots,FRONTIERS IN PLANT SCIENCE,2020,11,571646,10.3389/fpls.2020.571646
2160,N,"Jullien, Pauline E.; Kinoshita, Tetsu; Ohad, Nir; Berger, Frederic",Maintenance of DNA methylation during the Arabidopsis life cycle is essential for parental imprinting,PLANT CELL,2006,18,1360-1372,10.1105/tpc.106.041178
2161,N,"Kabelitz, Tina; Kappel, Christian; Henneberger, Kirstin; Benke, Eileen; Noeh, Christiane; Baeurle, Isabel",eQTL Mapping of Transposon Silencing Reveals a Position-Dependent Stable Escape from Epigenetic Silencing and Transposition of AtMu1 in the Arabidopsis Lineage,PLANT CELL,2014,26,3261-3271,10.1105/tpc.114.128512
2162,N,"Kapazoglou, Aliki; Engineer, Cawas; Drosou, Vicky; Kalloniati, Chrysanthi; Tani, Eleni; Tsaballa, Aphrodite; Kouri, Evangelia D.; Ganopoulos, Ioannis; Flemetakis, Emmanouil; Tsaftaris, Athanasios S.",The study of two barley Type I-like MADS-box genes as potential targets of epigenetic regulation during seed development,BMC PLANT BIOLOGY,2012,12,166,10.1186/1471-2229-12-166
2163,N,"Kardong, KV",Epigenomics: The new science of functional and evolutionary morphology,ANIMAL BIOLOGY,2003,53,225-243,10.1163/157075603322539435
2164,N,"Karlsson, Questa H.; Schelcher, Celine; Verrall, Elizabeth; Petosa, Carlo; Sinclair, Alison J.",Methylated DNA recognition during the reversal of epigenetic silencing is regulated by cysteine and serine residues in the Epstein-Barr virus lytic switch protein,PLOS PATHOGENS,2008,4,e1000005,10.1371/journal.ppat.1000005
2165,N,"Kiefer, Christiane; Willing, Eva-Maria; Jiao, Wen-Biao; Sun, Hequan; Piednoel, Mathieu; Huemann, Ulrike; Hartwig, Benjamin; Koch, Marcus A.; Schneeberger, Korbinian",Interspecies association mapping links reduced CG to TG substitution rates to the loss of gene-body methylation,NATURE PLANTS,2019,5,846-855,10.1038/s41477-019-0486-9
2166,Y,"Kilaso, M.; Remnant, E. J.; Chapman, N. C.; Oldroyd, B. P.; Chanchao, C.",DNA methylation of Kr-h1 is involved in regulating ovary activation in worker honeybees (Apis mellifera),INSECTES SOCIAUX,2017,64,87-94,10.1007/s00040-016-0518-7
2167,Y,"Kilaso, Manlika; Chapman, Nadine C.; Remnant, Emily J.; Oldroyd, Benjamin P.; Chanchao, Chanpen",No evidence that DNA methylation is associated with the regulation of fertility in the adult honey bee Apis mellifera (Hymenoptera: Apidae) worker ovary,AUSTRAL ENTOMOLOGY,2017,56,115-121,10.1111/aen.12218
2168,N,"Kilvitis, Holly J.; Alvarez, Mariano; Foust, Christy M.; Schrey, Aaron W.; Robertson, Marta; Richards, Christina L.",Ecological Epigenetics,ECOLOGICAL GENOMICS: ECOLOGY AND THE EVOLUTION OF GENES AND GENOMES,2014,781,191-210,10.1007/978-94-007-7347-9__10
2169,N,"Kilvitis, Holly J.; Ardia, Daniel R.; Thiam, Massamba; Martin, Lynn B.",Corticosterone is correlated to mediators of neural plasticity and epigenetic potential in the hippocampus of Senegalese house sparrows (Passer domesticus),GENERAL AND COMPARATIVE ENDOCRINOLOGY,2018,269,177-183,10.1016/j.ygcen.2018.09.014
2170,N,"Kilvitis, Holly J.; Hanson, Haley; Schrey, Aaron W.; Martin, Lynn B.",Epigenetic Potential as a Mechanism of Phenotypic Plasticity in Vertebrate Range Expansions,INTEGRATIVE AND COMPARATIVE BIOLOGY,2017,57,385-395,10.1093/icb/icx082
2171,N,"Kim, Jungeun; Kang, Sang-Ho; Park, Sin-Gi; Yang, Tae-Jin; Lee, Yi; Kim, Ok Tae; Chung, Oksung; Lee, Jungho; Choi, Jae-Pil; Kwon, Soo-Jin; Lee, Keunpyo; Ahn, Byoung-Ohg; Lee, Dong Jin; Yoo, Seung-il; Shin, In-Gang; Um, Yurry; Lee, Dae Young; Kim, Geum-Soog; Hong, Chang Pyo; Bhak, Jong; Kim, Chang-Kug","Whole-genome, transcriptome, and methylome analyses provide insights into the evolution of platycoside biosynthesis in Platycodon grandiflorus, a medicinal plant",HORTICULTURE RESEARCH,2020,7,112,10.1038/s41438-020-0329-x
2172,N,"Kim, Kyung Do; El Baidouri, Moaine; Abernathy, Brian; Iwata-Otsubo, Aiko; Chavarro, Carolina; Gonzales, Michael; Libault, Marc; Grimwood, Jane; Jackson, Scott A.",A Comparative Epigenomic Analysis of Polyploidy-Derived Genes in Soybean and Common Bean,PLANT PHYSIOLOGY,2015,168,1433-47,10.1104/pp.15.00408
2173,N,"Kirkbride, Ryan C.; Yu, Helen Hong; Nah, Gyoungju; Zhang, Changqing; Shi, Xiaoli; Chen, Z. Jeffrey",An Epigenetic Role for Disrupted Paternal Gene Expression in Postzygotic Seed Abortion in Arabidopsis Interspecific Hybrids,MOLECULAR PLANT,2015,8,1766-1775,10.1016/j.molp.2015.09.009
2174,N,"Kitavi, M.; Cashell, R.; Ferguson, M.; Lorenzen, J.; Nyine, M.; McKeown, P. C.; Spillane, C.",Heritable epigenetic diversity for conservation and utilization of epigenetic germplasm resources of clonal East African Highland banana (EAHB) accessions,THEORETICAL AND APPLIED GENETICS,2020,133,2605-2625,10.1007/s00122-020-03620-1
2175,N,"Klosinska, Maja; Picard, Colette L.; Gehring, Mary",Conserved imprinting associated with unique epigenetic signatures in the Arabidopsis genus,NATURE PLANTS,2016,2,16145,10.1038/NPLANTS.2016.145
2176,N,"Koganti, Prasanthi P.; Wang, Jian; Cleveland, Beth; Yao, Jianbo",17 beta-Estradiol Increases Non-CpG Methylation in Exon 1 of the Rainbow Trout (Oncorhynchus mykiss) MyoD Gene,MARINE BIOTECHNOLOGY,2017,19,321-327,10.1007/s10126-017-9756-6
2177,N,"Kohler, Claudia; Lafon-Placette, Clement",Evolution and function of epigenetic processes in the endosperm,FRONTIERS IN PLANT SCIENCE,2015,6,130,10.3389/fpls.2015.00130
2178,N,"Komiya, Reina; Shimamoto, Ko",Genetic and epigenetic regulation of flowering in rice,PLANT BIOTECHNOLOGY,2008,25,279-284,10.5511/plantbiotechnology.25.279
2179,N,"Kooke, Rik; Johannes, Frank; Wardenaar, Rene; Becker, Frank; Etcheverry, Mathilde; Colot, Vincent; Vreugdenhil, Dick; Keurentjes, Joost J. B.",Epigenetic Basis of Morphological Variation and Phenotypic Plasticity in Arabidopsis thaliana,PLANT CELL,2015,27,337-348,10.1105/tpc.114.133025
2180,N,"Kooke, Rik; Keurentjes, Joost J. B.",Epigenetic variation contributes to environmental adaptation of Arabidopsis thaliana,PLANT SIGNALING & BEHAVIOR,2015,9,e1057368,10.1080/15592324.2015.1057368
2181,N,"Kovarik, Ales; Dadejova, Martina; Lim, Yoong K.; Chase, Mark W.; Clarkson, James J.; Knapp, Sandra; Leitch, Andrew R.",Evolution of rDNA in Nicotiana allopolyploids: A potential link between rDNA homogenization and epigenetics,ANNALS OF BOTANY,2008,101,815-823,10.1093/aob/mcn019
2182,N,"Kress, Aljoscha; Oppold, Ann-Marie; Kuch, Ulrich; Oehlmann, Jorg; Mueller, Ruth",Cold tolerance of the Asian tiger mosquito Aedes albopictus and its response to epigenetic alterations,JOURNAL OF INSECT PHYSIOLOGY,2017,99,113-121,10.1016/j.jinsphys.2017.04.003
2183,N,"Krubitzer, L; Huffman, KJ",Arealization of the neocortex in mammals: Genetic and epigenetic contributions to the phenotype,BRAIN BEHAVIOR AND EVOLUTION,2000,55,322-335,10.1159/000006667
2184,N,"Kubis, SE; Castilho, AMMF; Vershinin, AV; Heslop-Harrison, JS","Retroelements, transposons and methylation status in the genome of oil palm (Elaeis guineensis) and the relationship to somaclonal variation",PLANT MOLECULAR BIOLOGY,2003,52,69-79,10.1023/A:1023942309092
2186,N,"Kumar, Ajay; Kumar, Sushil; Anju, Thattantavide; Ramchiary, Nirala","Genetic, epigenetic, and hormonal regulation of fruit development and ripening in Capsicum L. Species",ANNUAL PLANT REVIEWS ONLINE,2021,4,295-356,10.1002/9781119312994.apr0782
2187,N,"Kumar, Suresh; Beena, A. S.; Awana, Monika; Singh, Archana","Physiological, Biochemical, Epigenetic and Molecular Analyses of Wheat (Triticum aestivum) Genotypes with Contrasting Salt Tolerance",FRONTIERS IN PLANT SCIENCE,2017,8,1151,10.3389/fpls.2017.01151
2188,N,"Kyger, Ryan; Luzuriaga-Neira, Agusto; Layman, Thomas; Milkewitz Sandberg, Tatiana Orli; Singh, Devika; Huchon, Dorothee; Peri, Sateesh; Atkinson, Stephen D.; Bartholomew, Jerri L.; Yi, Soojin, V; Alvarez-Ponce, David","Myxosporea (Myxozoa, Cnidaria) Lack DNA Cytosine Methylation",MOLECULAR BIOLOGY AND EVOLUTION,2021,38,393-404,10.1093/molbev/msaa214
2189,N,"Latzel, Vit; Gonzalez, Alejandra P. Rendina; Rosenthal, Jonathan",Epigenetic Memory as a Basis for Intelligent Behavior in Clonal Plants,FRONTIERS IN PLANT SCIENCE,2016,7,1354,10.3389/fpls.2016.01354
2190,N,"Latzel, Vit; Zhang, Yuanye; Moritz, Kim Karlsson; Fischer, Markus; Bossdorf, Oliver",Epigenetic variation in plant responses to defence hormones,ANNALS OF BOTANY,2012,110,1423-1428,10.1093/aob/mcs088
2191,N,"Lavania, Umesh C.; Srivastava, Sarita; Lavania, Seshu; Basu, Surochita; Misra, Nandeesh Kumar; Mukai, Yasuhiko","Autopolyploidy differentially influences body size in plants, but facilitates enhanced accumulation of secondary metabolites, causing increased cytosine methylation",PLANT JOURNAL,2012,71,539-549,10.1111/j.1365-313X.2012.05006.x
2192,N,"Ledon-Rettig, Cris C.",Ecological Epigenetics: An Introduction to the Symposium,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,53,307-318,10.1093/icb/ict053
2193,N,"Lee, Gi-Ho; Sohn, Seong-Han; Park, Eun-Young; Park, Young-Doo",Aberrant promoter methylation occurred from multicopy transgene and SU(VAR)3-9 homolog 9 (SUVH9) gene in transgenic Nicotiana benthamiana,FUNCTIONAL PLANT BIOLOGY,2012,39,764-773,10.1071/FP12051
2194,Y,"Leitwein, Maeva; Laporte, Martin; Le Luyer, Jeremy; Mohns, Kayla; Normandeau, Eric; Withler, Ruth; Bernatchez, Louis",Epigenomic modifications induced by hatchery rearing persist in germ line cells of adult salmon after their oceanic migration,EVOLUTIONARY APPLICATIONS,,,2402-2413,10.1111/eva.13235
2195,N,"Li, Ai; Hu, Bao-Quan; Xue, Zhen-Yi; Chen, Li; Wang, Wei-Xing; Song, Wen-Qin; Chen, Cheng-Bin; Wang, Chun-Guo",DNA Methylation in Genomes of Several Annual Herbaceous and Woody Perennial Plants of Varying Ploidy as Detected by MSAP,PLANT MOLECULAR BIOLOGY REPORTER,2011,29,784-793,10.1007/s11105-010-0280-3
2196,Y,"Li, Bo; Gong, Qiang; Hua, Wei; Chen, Gonghai; Zhang, Wenying; Xu, Yanhao; Li, Chengdao",Genetic and epigenetic variations in barley (Hordeum vulgareL.) using SSR and MSAP approaches,GENETIC RESOURCES AND CROP EVOLUTION,2021,68,729-739,10.1007/s10722-020-01019-x
2197,Y,"Li, Hui; Yang, Xingyu; Wang, Qingfeng; Chen, Jinming; Shi, Tao",Distinct methylome patterns contribute to ecotypic differentiation in the growth of the storage organ of a flowering plant (sacred lotus),MOLECULAR ECOLOGY,2021,30,2831-2845,10.1111/mec.15933
2198,N,"Li, HY; Savage, T; Obermoeller, RD; Kazianis, S; Walter, RB",Parental 5-methylcytosine methylation patterns are stable upon interspecies hybridization of Xiphophorus (Teleostei : Poeciliidae) fish,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,2002,133,PII S1096-4959(02)00166-5,10.1016/S1096-4959(02)00166-5
2199,N,"Li, Min; Wang, Wen-Sheng; Pang, Yun-Long; Domingo, Jessica R.; Ali, Jauhar; Xu, Jian-Long; Fu, Bin-Ying; Venus, Elec B.; Li, Zhi-Kang",Characterization of Salt-Induced Epigenetic Segregation by Genome-Wide Loss of Heterozygosity and its Association with Salt Tolerance in Rice (Oryza sativa L.),FRONTIERS IN PLANT SCIENCE,2017,8,977,10.3389/fpls.2017.00977
2200,N,"Li, Ming-Rui; Shi, Feng-Xue; Zhou, Yu-Xin; Li, Ya-Ling; Wang, Xin-Feng; Zhang, Cui; Wang, Xu-Tong; Liu, Bao; Xiao, Hong-Xing; Li, Lin-Feng",Genetic and Epigenetic Diversities Shed Light on Domestication of Cultivated Ginseng (Panax ginseng),MOLECULAR PLANT,2015,8,1612-1622,10.1016/j.molp.2015.07.011
2201,N,"Li, Ning; Xu, Chunming; Zhang, Ai; Lv, Ruili; Meng, Xinchao; Lin, Xiuyun; Gong, Lei; Wendel, Jonathan F.; Liu, Bao","DNA methylation repatterning accompanying hybridization, whole genome doubling and homoeolog exchange in nascent segmental rice allotetraploids",NEW PHYTOLOGIST,2019,223,979-992,10.1111/nph.15820
2202,N,"Li, Wanzhen; Wang, Yulong; Zhu, Jianyu; Wang, Zhangxun; Tang, Guiliang; Huang, Bo",Differential DNA methylation may contribute to temporal and spatial regulation of gene expression and the development of mycelia and conidia in entomopathogenic fungus Metarhizium robertsii,FUNGAL BIOLOGY,2017,121,293-303,10.1016/j.fUnbio.2017.01.002
2203,N,"Li, Xuanli; Guo, Weiwei; Wang, Bing; Li, Xiangsong; Chen, Honggao; Wei, Lihua; Wang, Yanjie; Wu, Jiangsheng; Long, Hong",Instability of chromosome number and DNA methylation variation induced by hybridization and amphidiploid formation between Raphanus sativus L. and Brassica alboglabra Bailey,BMC PLANT BIOLOGY,2010,10,207,10.1186/1471-2229-10-207
2204,N,"Li, Zhonghai; Kim, Jin Hee; Kim, Jeongsik; Lyu, Jae Il; Zhang, Yi; Guo, Hongwei; Nam, Hong Gil; Woo, Hye Ryun",ATM suppresses leaf senescence triggered by DNA double-strand break through epigenetic control of senescence-associated genes in Arabidopsis,NEW PHYTOLOGIST,2020,227,473-484,10.1111/nph.16535
2205,N,"Li, Zicong; Jiang, Danhua; Fu, Xing; Luo, Xiao; Liu, Renyi; He, Yuehui",Coupling of histone methylation and RNA processing by the nuclear mRNA cap-binding complex,NATURE PLANTS,2016,2,16015,10.1038/NPLANTS.2016.15
2206,Y,"Liebl, Andrea L.; Schrey, Aaron W.; Richards, Christina L.; Martin, Lynn B.",Patterns of DNA Methylation Throughout a Range Expansion of an Introduced Songbird,INTEGRATIVE AND COMPARATIVE BIOLOGY,2013,53,351-358,10.1093/icb/ict007
2207,N,"Lievers, Rik; Kuperus, Peter; Groot, Astrid T.","DNA methylation patterns in the tobacco budworm, Chloridea virescens",INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,2020,121,103370,10.1016/j.ibmb.2020.103370
2208,N,"Lim, Yong-Kian; Cheung, Khan; Dang, Xin; Roberts, Steven B.; Wang, Xiaotong; Thiyagarajan, Vengatesen","DNA methylation changes in response to ocean acidification at the time of larval metamorphosis in the edible oyster, Crassostrea hongkongensis",MARINE ENVIRONMENTAL RESEARCH,2021,163,105217,10.1016/j.marenvres.2020.105217
2209,N,"Lin, Zhongyuan; Liu, Meihui; Damaris, Rebecca Njeri; Nyong'a, Tonny Maraga; Cao, Dingding; Ou, Kefang; Yang, Pingfang",Genome-Wide DNA Methylation Profiling in the Lotus (Nelumbo nucifera) Flower Showing its Contribution to the Stamen Petaloid,PLANTS-BASEL,2019,8,135,10.3390/plants8050135
2210,N,"Liu, Chang; Yang, Xuejiao; Zhang, Huakun; Wang, Xutong; Zhang, Zhibin; Bian, Yao; Zhu, Bo; Dong, Yuzhu; Liu, Bao",Genetic and epigenetic modifications to the BBAA component of common wheat during its evolutionary history at the hexaploid level,PLANT MOLECULAR BIOLOGY,2015,88,53-64,10.1007/s11103-015-0307-0
2211,N,"Liu, Gaofeng; Khan, Nadeem; Ma, Xiaoqing; Hou, Xilin","Identification, Evolution, and Expression Profiling of Histone Lysine Methylation Moderators in Brassica rapa",PLANTS-BASEL,2019,8,526,10.3390/plants8120526
2212,N,"Liu, Wanlu; Duttke, Sascha H.; Hetzel, Jonathan; Groth, Martin; Feng, Suhua; Gallego-Bartolome, Javier; Zhong, Zhenhui; Kuo, Hsuan Yu; Wang, Zonghua; Zhai, Jixian; Chory, Joanne; Jacobsen, Steven E.",RNA-directed DNA methylation involves co-transcriptional small-RNA-guided slicing of polymerase V transcripts in Arabidopsis,NATURE PLANTS,2018,4,181-188,10.1038/s41477-017-0100-y
2213,N,"Liu, Wen-bin; Liu, Jin-yi; Ao, Lin; Zhou, Zi-yuan; Zhou, Yan-hong; Cui, Zhi-hong; Yang, Huan; Cao, Jia",Dynamic changes in DNA methylation during multistep rat lung carcinogenesis induced by 3-methylcholanthrene and diethylnitrosamine,TOXICOLOGY LETTERS,2009,189,13-May,10.1016/j.toxlet.2009.04.022
2214,N,"Liu, Xiao-Jing; Chuang, Yao-Nung; Chiou, Chung-Yi; Chin, Dan-Chu; Shen, Fu-Quan; Yeh, Kai-Wun",Methylation effect on chalcone synthase gene expression determines anthocyanin pigmentation in floral tissues of two Oncidium orchid cultivars,PLANTA,2012,236,401-409,10.1007/s00425-012-1616-z
2215,N,"Liu, ZL; Han, FP; Tan, M; Shan, XH; Dong, YZ; Wang, XZ; Fedak, G; Hao, S; Liu, B",Activation of a rice endogenous retrotransposon Tos17 in tissue culture is accompanied by cytosine demethylation and causes heritable alteration in methylation pattern of flanking genomic regions,THEORETICAL AND APPLIED GENETICS,2004,109,200-209,10.1007/s00122-004-1618-8
